HGNC ID	Approved symbol	Gene group name	Mouse genome database ID
HGNC:6960	MCRS1	NSL histone acetyltransferase complex|INO80 complex 	MGI:1858420
HGNC:26183	MCTP1	Multiple C2 and transmembrane domain containing	MGI:1926021
HGNC:54085	MCTP1-AS1	Antisense RNAs	
HGNC:25636	MCTP2	Multiple C2 and transmembrane domain containing	MGI:2685335
HGNC:23357	MCTS1		MGI:1916245
HGNC:49760	MCTS2P		MGI:1913655
HGNC:23526	MCU	MicroRNA protein coding host genes	MGI:3026965
HGNC:26076	MCUB		MGI:1914065
HGNC:21097	MCUR1		MGI:1923387
HGNC:1217	MCUR1P1		
HGNC:53756	MCUR1P2		
HGNC:21163	MDC1		MGI:3525201
HGNC:39764	MDC1-AS1	Antisense RNAs	
HGNC:6967	MDFI		MGI:107687
HGNC:28870	MDFIC		MGI:104611
HGNC:53442	MDFIC2		
HGNC:19267	MDGA1	I-set domain containing	MGI:1922012
HGNC:19835	MDGA2	I-set domain containing	MGI:2444706
HGNC:6970	MDH1		MGI:97051
HGNC:17836	MDH1B		MGI:1923918
HGNC:6971	MDH2		MGI:97050
HGNC:6972	MDK		MGI:96949
HGNC:29917	MDM1		MGI:96951
HGNC:6973	MDM2	Zinc fingers RANBP2-type |Ring finger proteins	MGI:96952
HGNC:6974	MDM4	Ring finger proteins	MGI:107934
HGNC:18302	MDN1	AAA ATPases	MGI:1926159
HGNC:28781	MDP1	HAD Asp-based protein phosphatases	MGI:1915131
HGNC:29633	MDS2		
HGNC:6983	ME1		MGI:97043
HGNC:6984	ME2		MGI:2147351
HGNC:49809	ME2P1		
HGNC:6985	ME3		MGI:1916679
HGNC:54182	ME3-DT	Divergent transcripts	
HGNC:6986	MEA1		MGI:96957
HGNC:25674	MEAF6	MicroRNA protein coding host genes	MGI:1917338
HGNC:42660	MEAF6P1		
HGNC:29325	MEAK7		MGI:1921597
HGNC:3498	MECOM	Zinc fingers C2H2-type|Lysine methyltransferases|PR/SET domain family	MGI:95457
HGNC:40368	MECOM-AS1	Antisense RNAs	
HGNC:6990	MECP2	Methyl-CpG binding domain containing	MGI:99918
HGNC:19691	MECR		MGI:1349441
HGNC:9234	MED1	Mediator complex	MGI:1100846
HGNC:17903	MED4	Mediator complex	MGI:1914631
HGNC:39213	MED4-AS1	Antisense RNAs	
HGNC:19970	MED6	Mediator complex	MGI:1917042
HGNC:45164	MED6P1		
HGNC:2378	MED7	Mediator complex	MGI:1913463
HGNC:19971	MED8	Mediator complex	MGI:1915269
HGNC:40908	MED8-AS1	Antisense RNAs	
HGNC:25487	MED9	Mediator complex	MGI:2183151
HGNC:28760	MED10	Mediator complex	MGI:106331
HGNC:32687	MED11	Mediator complex	MGI:1913422
HGNC:11957	MED12	Trinucleotide repeat containing|Mediator complex	MGI:1926212
HGNC:16050	MED12L	Mediator complex	MGI:2139916
HGNC:22474	MED13	Mediator complex	MGI:3029632
HGNC:22962	MED13L	Mediator complex|MicroRNA protein coding host genes	MGI:2670178
HGNC:38733	MED13P1		
HGNC:2370	MED14	Mediator complex	MGI:1349442
HGNC:40162	MED14OS		
HGNC:2371	MED14P1		
HGNC:14248	MED15	Trinucleotide repeat containing|Mediator complex	MGI:2137379
HGNC:19271	MED15P1		
HGNC:48652	MED15P3		
HGNC:48653	MED15P4		
HGNC:48654	MED15P5		
HGNC:48655	MED15P6		
HGNC:48656	MED15P7		
HGNC:48657	MED15P8		
HGNC:44130	MED15P9		
HGNC:17556	MED16	WD repeat domain containing|Mediator complex	MGI:2158394
HGNC:2375	MED17	Mediator complex	MGI:2182585
HGNC:25944	MED18	Mediator complex	MGI:1914469
HGNC:29600	MED19	Mediator complex	MGI:1914234
HGNC:16840	MED20	Mediator complex	MGI:1929648
HGNC:11473	MED21	Mediator complex	MGI:1347064
HGNC:11477	MED22	Mediator complex	MGI:98446
HGNC:2372	MED23	Mediator complex	MGI:1917458
HGNC:22963	MED24	MicroRNA protein coding host genes|Small nucleolar RNA protein coding host genes|Mediator complex	MGI:1344385
HGNC:28845	MED25	Mediator complex|MicroRNA protein coding host genes	MGI:1922863
HGNC:2376	MED26	Mediator complex	MGI:1917875
HGNC:2377	MED27	Mediator complex	MGI:1916225
HGNC:24628	MED28	Mediator complex	MGI:1914249
HGNC:45078	MED28P1		
HGNC:45079	MED28P2		
HGNC:45080	MED28P3		
HGNC:45081	MED28P4		
HGNC:45082	MED28P5		
HGNC:45083	MED28P6		
HGNC:45084	MED28P7		
HGNC:45085	MED28P8		
HGNC:23074	MED29	Mediator complex	MGI:1914474
HGNC:23032	MED30	Mediator complex	MGI:1917040
HGNC:24260	MED31	Mediator complex	MGI:1914529
HGNC:25926	MEDAG		MGI:1917967
HGNC:6993	MEF2A	Myocyte enhancer factor 2 proteins|MADS box family	MGI:99532
HGNC:6994	MEF2AP1		
HGNC:6995	MEF2B	MADS box family|Myocyte enhancer factor 2 proteins	MGI:104526
HGNC:49883	MEF2BNBP1		
HGNC:6996	MEF2C	Myocyte enhancer factor 2 proteins|MADS box family	MGI:99458
HGNC:48908	MEF2C-AS1	Antisense RNAs	
HGNC:53115	MEF2C-AS2	Antisense RNAs	
HGNC:6997	MEF2D	MADS box family|Myocyte enhancer factor 2 proteins	MGI:99533
HGNC:6998	MEFV	Tripartite motif containing|Pyrin domain containing	MGI:1859396
HGNC:14575	MEG3	Long non-coding RNAs with non-systematic symbols	MGI:1202886
HGNC:14574	MEG8	Small nucleolar RNA non-coding host genes	MGI:1922995
HGNC:43874	MEG9	Long non-coding RNAs with non-systematic symbols	
HGNC:3232	MEGF6	MicroRNA protein coding host genes	MGI:1919351
HGNC:3233	MEGF8	MicroRNA protein coding host genes	MGI:2446294
HGNC:3234	MEGF9		MGI:1918264
HGNC:29634	MEGF10	Scavenger receptors	MGI:2685177
HGNC:29635	MEGF11		MGI:1920951
HGNC:28613	MEI1	Armadillo like helical domain containing	MGI:3028590
HGNC:43638	MEI4		MGI:1922283
HGNC:23429	MEIG1		MGI:1202878
HGNC:51253	MEIKIN		MGI:1922097
HGNC:28569	MEIOB		MGI:1922428
HGNC:26670	MEIOC		MGI:2686410
HGNC:7000	MEIS1	TALE class homeoboxes and pseudogenes	MGI:104717
HGNC:40370	MEIS1-AS2	Antisense RNAs	
HGNC:40369	MEIS1-AS3	Antisense RNAs	
HGNC:7001	MEIS2	TALE class homeoboxes and pseudogenes|MicroRNA protein coding host genes	MGI:108564
HGNC:29537	MEIS3	TALE class homeoboxes and pseudogenes	MGI:108519
HGNC:7002	MEIS3P1	TALE class homeoboxes and pseudogenes	
HGNC:17638	MEIS3P2	TALE class homeoboxes and pseudogenes	
HGNC:16870	MELK		MGI:106924
HGNC:7037	MELTF	Transferrins|CD molecules	MGI:1353421
HGNC:40373	MELTF-AS1	Antisense RNAs	
HGNC:14014	MEMO1		MGI:1924140
HGNC:23274	MEMO1P1		
HGNC:38502	MEMO1P2		
HGNC:38503	MEMO1P3		
HGNC:38504	MEMO1P4		
HGNC:49102	MEMO1P5		
HGNC:7010	MEN1		MGI:1316736
HGNC:7013	MEOX1	HOXL subclass homeoboxes	MGI:103220
HGNC:7014	MEOX2	HOXL subclass homeoboxes	MGI:103219
HGNC:7015	MEP1A	Astacins	MGI:96963
HGNC:7016	MEP1AP1		
HGNC:7017	MEP1AP2		
HGNC:39137	MEP1AP3		
HGNC:39138	MEP1AP4		
HGNC:7020	MEP1B	Astacins	MGI:96964
HGNC:20247	MEPCE	Seven-beta-strand methyltransferase motif containing|7SK snRNP complex	MGI:106477
HGNC:13361	MEPE	SIBLING family	MGI:2137384
HGNC:7027	MERTK	Fibronectin type III domain containing|Receptor tyrosine kinases|I-set domain containing	MGI:96965
HGNC:13520	MESD		MGI:1891421
HGNC:29658	MESP1	Basic helix-loop-helix proteins	MGI:107785
HGNC:29659	MESP2	Basic helix-loop-helix proteins	MGI:1096325
HGNC:7028	MEST	MicroRNA protein coding host genes	MGI:96968
HGNC:17991	MESTIT1	Long non-coding RNAs with non-systematic symbols	
HGNC:29660	MESTP1		
HGNC:18208	MESTP2		
HGNC:38553	MESTP3		
HGNC:38554	MESTP4		
HGNC:7029	MET	IPT domain containing|Receptor tyrosine kinases	MGI:96969
HGNC:15789	METAP1	Aminopeptidases|MicroRNA protein coding host genes	MGI:1922874
HGNC:32583	METAP1D	Aminopeptidases	MGI:1913809
HGNC:16672	METAP2	Aminopeptidases	MGI:1929701
HGNC:54558	METAP2P1		
HGNC:14151	METRN		MGI:1917333
HGNC:27584	METRNL		MGI:2384806
HGNC:7030	METTL1	Methyltransferase like	MGI:1339986
HGNC:25755	METTL2A	Methyltransferase like	MGI:1289171
HGNC:18272	METTL2B	Methyltransferase like	
HGNC:17563	METTL3	Methyltransferase like|m6A methyltransferase complex	MGI:1927165
HGNC:24726	METTL4	Methyltransferase like	MGI:1924031
HGNC:25006	METTL5	Methyltransferase like	MGI:1922672
HGNC:28343	METTL6	Methyltransferase like	MGI:1914261
HGNC:24550	METTL7A	Methyltransferase like	MGI:1916523, MGI:3026615, MGI:3710670
HGNC:48874	METTL7AP1		
HGNC:28276	METTL7B	Methyltransferase like	MGI:1918914
HGNC:25856	METTL8	Methyltransferase like	MGI:2385142
HGNC:49856	METTL8P1		
HGNC:24586	METTL9	Methyltransferase like	MGI:1914862
HGNC:31932	METTL11B	MicroRNA protein coding host genes|Methyltransferase like	MGI:2685053
HGNC:29330	METTL14	m6A methyltransferase complex|Methyltransferase like	MGI:2442926
HGNC:53367	METTL14-DT	Divergent transcripts	
HGNC:26606	METTL15	Methyltransferase like	MGI:1924144
HGNC:31926	METTL15P1		
HGNC:39559	METTL15P2		
HGNC:39558	METTL15P3		
HGNC:28484	METTL16	Methyltransferase like	MGI:1914743
HGNC:19280	METTL17	Methyltransferase like	MGI:1098577
HGNC:28793	METTL18	Methyltransferase like	MGI:1917212
HGNC:30476	METTL21A	Methyltransferase like	MGI:1914349
HGNC:41921	METTL21AP1		
HGNC:33717	METTL21C	Methyltransferase like	MGI:3611450
HGNC:41948	METTL21EP		MGI:2685837
HGNC:28368	METTL22	Methyltransferase like	MGI:2384301
HGNC:26988	METTL23	Methyltransferase like	MGI:1921569
HGNC:21566	METTL24		MGI:3045338
HGNC:26228	METTL25	Methyltransferase like	MGI:3041259
HGNC:14141	METTL26	Methyltransferase like	MGI:1915597
HGNC:19068	METTL27	Methyltransferase like	MGI:1933146
HGNC:33482	MEX3A	Ring finger proteins	MGI:1919890
HGNC:25297	MEX3B	Ring finger proteins	MGI:1918252
HGNC:28040	MEX3C	Ring finger proteins	MGI:2652843
HGNC:16734	MEX3D	Ring finger proteins	MGI:2681847
HGNC:7032	MFAP1	Spliceosomal B complex	MGI:1914782, MGI:3694697
HGNC:39694	MFAP1P1		
HGNC:7033	MFAP2		MGI:99559
HGNC:7034	MFAP3	I-set domain containing	MGI:1924068
HGNC:29083	MFAP3L	I-set domain containing	MGI:1918556
HGNC:7035	MFAP4	Fibrinogen C domain containing	MGI:1342276
HGNC:29673	MFAP5		MGI:1354387
HGNC:24858	MFF		MGI:1922984
HGNC:41067	MFF-DT	Divergent transcripts	
HGNC:54537	MFFP1		
HGNC:54540	MFFP2		
HGNC:7036	MFGE8		MGI:102768
HGNC:16982	MFHAS1	Roco domain containing	MGI:1098644
HGNC:18262	MFN1		MGI:1914664
HGNC:16877	MFN2		MGI:2442230
HGNC:7038	MFNG	Beta 3-glycosyltransferases	MGI:1095404
HGNC:18121	MFRP		MGI:2385957
HGNC:25874	MFSD1		MGI:1914118
HGNC:50625	MFSD1P1		
HGNC:25897	MFSD2A		MGI:1923824
HGNC:37207	MFSD2B		MGI:3583946
HGNC:25157	MFSD3		MGI:1916822
HGNC:25433	MFSD4A		MGI:2442786
HGNC:27632	MFSD4A-AS1	Antisense RNAs	
HGNC:21053	MFSD4B		MGI:1919295, MGI:2143575, MGI:2446139, MGI:3035041, MGI:3773841
HGNC:50626	MFSD4BP1		
HGNC:28156	MFSD5		MGI:2145901
HGNC:24711	MFSD6		MGI:1922925
HGNC:26656	MFSD6L		MGI:2384904
HGNC:28486	MFSD8		MGI:1919425
HGNC:28158	MFSD9		MGI:2443548
HGNC:16894	MFSD10		MGI:1915544
HGNC:25458	MFSD11		MGI:1917150
HGNC:28299	MFSD12		MGI:3604804
HGNC:26196	MFSD13A		MGI:1922396
HGNC:52163	MFSD13B		MGI:1921716
HGNC:23363	MFSD14A		MGI:1201609
HGNC:23376	MFSD14B		MGI:1913881
HGNC:23672	MFSD14C		
HGNC:14010	MGA	MAX dimerization proteins|MicroRNA protein coding host genes|T-box transcription factors	MGI:1352483
HGNC:7043	MGAM	Glycoside hydrolase family 31	MGI:1203495
HGNC:28101	MGAM2	Glycoside hydrolase family 31	
HGNC:29969	MGARP		MGI:1914999
HGNC:7044	MGAT1	Mannosyl-glycoprotein N-acetylglucosaminyltransferases	MGI:96973
HGNC:7045	MGAT2	Mannosyl-glycoprotein N-acetylglucosaminyltransferases	MGI:2384966
HGNC:51244	MGAT2P1		
HGNC:51243	MGAT2P2		
HGNC:7046	MGAT3	Mannosyl-glycoprotein N-acetylglucosaminyltransferases	MGI:104532
HGNC:51356	MGAT3-AS1	Antisense RNAs	
HGNC:7047	MGAT4A	Mannosyl-glycoprotein N-acetylglucosaminyltransferases	MGI:2662992
HGNC:7048	MGAT4B	Mannosyl-glycoprotein N-acetylglucosaminyltransferases|MicroRNA protein coding host genes	MGI:2143974
HGNC:30871	MGAT4C	Mannosyl-glycoprotein N-acetylglucosaminyltransferases	MGI:1914819
HGNC:43619	MGAT4D	Mannosyl-glycoprotein N-acetylglucosaminyltransferases	MGI:1914805
HGNC:49418	MGAT4EP	Mannosyl-glycoprotein N-acetylglucosaminyltransferases	MGI:1918251
HGNC:49419	MGAT4FP	Mannosyl-glycoprotein N-acetylglucosaminyltransferases	MGI:3045320
HGNC:7049	MGAT5	MicroRNA protein coding host genes|Mannosyl-glycoprotein N-acetylglucosaminyltransferases	MGI:894701
HGNC:24140	MGAT5B	Mannosyl-glycoprotein N-acetylglucosaminyltransferases	MGI:3606200
HGNC:17038	MGLL	Lipases	MGI:1346042
HGNC:16205	MGME1	Exonucleases	MGI:1921778
HGNC:7059	MGMT		MGI:96977
HGNC:7060	MGP	Gla domain containing	MGI:96976
HGNC:20254	MGRN1	MicroRNA protein coding host genes|Ring finger proteins	MGI:2447670
HGNC:7061	MGST1	Microsomal glutathione S-transferases	MGI:1913850
HGNC:7063	MGST2	Microsomal glutathione S-transferases	MGI:2448481
HGNC:7064	MGST3	Microsomal glutathione S-transferases	MGI:1913697
HGNC:53110	MHENCR	Long non-coding RNAs with non-systematic symbols	
HGNC:51291	MHRT	Long non-coding RNAs with non-systematic symbols	MGI:3642848
HGNC:7076	MIA	MIA family	MGI:109615
HGNC:48352	MIA-RAB4B		
HGNC:18432	MIA2	MIA family|CTAGE family	MGI:2159614
HGNC:24008	MIA3	CTAGE family|MIA family	MGI:2443183
HGNC:33425	MIAT	Long non-coding RNAs with non-systematic symbols	MGI:2444886
HGNC:50731	MIATNB	Long non-coding RNAs with non-systematic symbols	
HGNC:21086	MIB1	MicroRNA protein coding host genes|Ring finger proteins|Ankyrin repeat domain containing|Zinc fingers ZZ-type	MGI:2443157
HGNC:30577	MIB2	Zinc fingers ZZ-type|Ring finger proteins|Ankyrin repeat domain containing	MGI:2679684
HGNC:7090	MICA	C1-set domain containing	
HGNC:53631	MICA-AS1	Antisense RNAs	
HGNC:20619	MICAL1	LIM domain containing	MGI:2385847
HGNC:24693	MICAL2	MicroRNA protein coding host genes|LIM domain containing	MGI:2444947
HGNC:24694	MICAL3	LIM domain containing|MicroRNA protein coding host genes	MGI:2442733
HGNC:25933	MICALCL		MGI:1918127
HGNC:29804	MICALL1	LIM domain containing	MGI:105870
HGNC:29672	MICALL2	LIM domain containing	MGI:2444818
HGNC:7091	MICB	C1-set domain containing	
HGNC:53632	MICB-DT	Divergent transcripts	
HGNC:7092	MICC		
HGNC:7093	MICD		
HGNC:7094	MICE		
HGNC:16801	MICF		
HGNC:16802	MICG		
HGNC:32068	MICOS10	Mitochondrial contact site and cristae organizing system subunits	MGI:1913628
HGNC:48338	MICOS10-NBL1		
HGNC:25036	MICOS10P1		
HGNC:44092	MICOS10P2		
HGNC:44093	MICOS10P3		
HGNC:44094	MICOS10P4		
HGNC:33702	MICOS13	Mitochondrial contact site and cristae organizing system subunits	MGI:2442174
HGNC:1530	MICU1	EF-hand domain containing	MGI:2384909
HGNC:31830	MICU2	EF-hand domain containing	MGI:1915764
HGNC:27820	MICU3	EF-hand domain containing	MGI:1925756
HGNC:7095	MID1	Ring finger proteins|Tripartite motif containing|Fibronectin type III domain containing	MGI:1100537
HGNC:20715	MID1IP1		MGI:1915291
HGNC:40932	MID1IP1-AS1	Antisense RNAs	
HGNC:7096	MID2	Fibronectin type III domain containing|Tripartite motif containing|Ring finger proteins	MGI:1344333
HGNC:19853	MIDEAS	Myb/SANT domain containing	MGI:2685106
HGNC:16298	MIDN		MGI:1890222
HGNC:25979	MIEF1		MGI:2146020
HGNC:17920	MIEF2		MGI:2144199
HGNC:28230	MIEN1		MGI:1913678
HGNC:29657	MIER1	Myb/SANT domain containing	MGI:1918398
HGNC:29210	MIER2	Myb/SANT domain containing	MGI:1917677
HGNC:26678	MIER3	Myb/SANT domain containing	MGI:2442317
HGNC:7097	MIF		MGI:96982
HGNC:27669	MIF-AS1	Antisense RNAs	
HGNC:24030	MIF4GD		MGI:1916924
HGNC:24741	MIGA1		MGI:1924567
HGNC:23621	MIGA2		MGI:1922035
HGNC:25715	MIIP	MicroRNA protein coding host genes	MGI:106506
HGNC:27570	MILR1	Immunoglobulin like domain containing	MGI:2685731
HGNC:33464	MIMT1	Long non-coding RNAs with non-systematic symbols	
HGNC:29172	MINAR1		MGI:2667167
HGNC:33914	MINAR2		MGI:2442934
HGNC:51653	MINCR	Long non-coding RNAs with non-systematic symbols	
HGNC:25648	MINDY1	MINDY deubiquitinases	MGI:1922257
HGNC:26954	MINDY2	MINDY deubiquitinases	MGI:2443086
HGNC:23578	MINDY3	MINDY deubiquitinases	MGI:1914210
HGNC:21916	MINDY4	MINDY deubiquitinases	MGI:3583959
HGNC:35475	MINDY4B	MINDY deubiquitinases	
HGNC:17565	MINK1	STRIPAK complex|Armadillo like helical domain containing	MGI:1355329
HGNC:7102	MINPP1	MicroRNA protein coding host genes|Phosphoinositide phosphatases	MGI:1336159
HGNC:21905	MIOS	GATOR2 subcomplex|WD repeat domain containing	MGI:2182066
HGNC:14522	MIOX		MGI:1891725
HGNC:50748	MIOXP1		
HGNC:7103	MIP	Aquaporins	MGI:96990
HGNC:7104	MIPEP	M3 metallopeptidases	MGI:1917728
HGNC:39456	MIPEPP1		
HGNC:39457	MIPEPP2		
HGNC:39458	MIPEPP3		
HGNC:21460	MIPOL1		MGI:1920740
HGNC:31499	MIR1-1	MicroRNA MIR1/206 family	MGI:2676869
HGNC:16159	MIR1-1HG	MicroRNA non-coding host genes	
HGNC:26393	MIR1-1HG-AS1	Antisense RNAs	
HGNC:31500	MIR1-2	MicroRNA MIR1/206 family	MGI:3618746
HGNC:31638	MIR7-1	MicroRNA MIR7 family	MGI:3619436
HGNC:31639	MIR7-2	MicroRNA MIR7 family	MGI:3619436
HGNC:31640	MIR7-3	MicroRNA MIR7 family	MGI:3619435
HGNC:30049	MIR7-3HG	MicroRNA non-coding host genes	
HGNC:31641	MIR9-1	MicroRNA MIR9 family	MGI:2676911
HGNC:31642	MIR9-2	MicroRNA MIR9 family	MGI:3619442
HGNC:31646	MIR9-3	MicroRNA MIR9 family	MGI:3619443
HGNC:27388	MIR9-3HG	MicroRNA non-coding host genes	
HGNC:31497	MIR10A	MicroRNA MIR10/100 family	MGI:3619064
HGNC:31498	MIR10B	MicroRNA MIR10/100 family	MGI:2676804
HGNC:31543	MIR15A	MicroRNA MIR15/16 family	MGI:2676841
HGNC:31544	MIR15B	MicroRNA MIR15/16 family	
HGNC:31545	MIR16-1	MicroRNA MIR15/16 family	MGI:2676843
HGNC:31546	MIR16-2	MicroRNA MIR15/16 family	MGI:3618690
HGNC:31547	MIR17	MicroRNA MIR17 family	MGI:3619065
HGNC:23564	MIR17HG	MicroRNA non-coding host genes	MGI:1923207
HGNC:31548	MIR18A	MicroRNA MIR17 family	MGI:2676844
HGNC:32025	MIR18B	MicroRNA MIR17 family	MGI:3718454
HGNC:31574	MIR19A	MicroRNA MIR19 family	MGI:3618743
HGNC:31575	MIR19B1	MicroRNA MIR19 family	MGI:3629917
HGNC:31576	MIR19B2	MicroRNA MIR19 family	MGI:2676868
HGNC:31577	MIR20A	MicroRNA MIR17 family	MGI:2676872
HGNC:32024	MIR20B	MicroRNA MIR17 family	MGI:3618748
HGNC:31586	MIR21	MicroRNAs	
HGNC:31599	MIR22	MicroRNAs	MGI:2676896
HGNC:28219	MIR22HG	MicroRNA non-coding host genes	MGI:1914348
HGNC:31605	MIR23A	MicroRNA MIR23 family	MGI:2676897
HGNC:31606	MIR23B	MicroRNA MIR23 family	MGI:2676898
HGNC:38913	MIR23C	MicroRNAs	
HGNC:31607	MIR24-1	MicroRNA MIR24 family	MGI:2676899
HGNC:31608	MIR24-2	MicroRNA MIR24 family	MGI:3618755
HGNC:31609	MIR25	MicroRNA MIR25/92 family	MGI:3619266
HGNC:31610	MIR26A1	MicroRNA MIR26 family	MGI:2676900
HGNC:31611	MIR26A2	MicroRNA MIR26 family	MGI:3619045
HGNC:31612	MIR26B	MicroRNA MIR26 family	MGI:2676901
HGNC:31613	MIR27A	MicroRNA MIR27 family	MGI:2676902
HGNC:31614	MIR27B	MicroRNA MIR27 family	MGI:2676903
HGNC:31615	MIR28	MicroRNA MIR28/151 family	MGI:3619267
HGNC:31616	MIR29A	MicroRNA MIR29 family	MGI:2676904
HGNC:31619	MIR29B1	MicroRNA MIR29 family	MGI:2676905
HGNC:31620	MIR29B2	MicroRNA MIR29 family	MGI:3619047
HGNC:32018	MIR29B2CHG	MicroRNA non-coding host genes	
HGNC:31621	MIR29C	MicroRNA MIR29 family	MGI:2676906
HGNC:31624	MIR30A	MicroRNA MIR30 family	MGI:2676907
HGNC:31625	MIR30B	MicroRNA MIR30 family	MGI:2676908
HGNC:31626	MIR30C1	MicroRNA MIR30 family	MGI:2676909
HGNC:31627	MIR30C2	MicroRNA MIR30 family	MGI:3619048
HGNC:31628	MIR30D	MicroRNA MIR30 family	MGI:2676910
HGNC:31629	MIR30E	MicroRNA MIR30 family	MGI:3619329
HGNC:31630	MIR31	MicroRNAs	MGI:3619330
HGNC:37187	MIR31HG	MicroRNA non-coding host genes	
HGNC:31631	MIR32	MicroRNAs	MGI:3619331
HGNC:31634	MIR33A	MicroRNA MIR33 family	MGI:3619343
HGNC:32791	MIR33B	MicroRNA MIR33 family	
HGNC:31635	MIR34A	MicroRNA MIR34/449 family	MGI:3619363
HGNC:51913	MIR34AHG	MicroRNA non-coding host genes	
HGNC:31636	MIR34B	MicroRNA MIR34/449 family	MGI:3619364
HGNC:31637	MIR34C	MicroRNA MIR34/449 family	MGI:3619365
HGNC:31643	MIR92A1	MicroRNA MIR25/92 family	MGI:3629918
HGNC:31644	MIR92A2	MicroRNA MIR25/92 family	MGI:3619438
HGNC:32920	MIR92B	MicroRNA MIR25/92 family	MGI:3718577
HGNC:31645	MIR93	MicroRNA MIR17 family	MGI:3619439
HGNC:31647	MIR95	MicroRNA MIR95 family	
HGNC:31648	MIR96	MicroRNAs	MGI:3619440
HGNC:31649	MIR98	MicroRNA MIRLET7 family	MGI:3619441
HGNC:31650	MIR99A	MicroRNA MIR10/100 family	MGI:2676912
HGNC:1274	MIR99AHG	MicroRNA non-coding host genes	
HGNC:31651	MIR99B	MicroRNA MIR10/100 family	MGI:2676913
HGNC:31487	MIR100	MicroRNA MIR10/100 family	MGI:3619057
HGNC:39522	MIR100HG	MicroRNA non-coding host genes	MGI:1920394
HGNC:31488	MIR101-1	MicroRNA MIR101 family	MGI:2676803
HGNC:31489	MIR101-2	MicroRNA MIR101 family	MGI:3618696
HGNC:31490	MIR103A1	MicroRNA MIR103/107 family	MGI:3619058
HGNC:31491	MIR103A2	MicroRNA MIR103/107 family	MGI:3619059
HGNC:35384	MIR103B1	MicroRNA MIR103/107 family	
HGNC:35385	MIR103B2	MicroRNA MIR103/107 family	
HGNC:31492	MIR105-1	MicroRNA MIR105 family	MGI:3718453
HGNC:31493	MIR105-2	MicroRNA MIR105 family	MGI:3718453
HGNC:31494	MIR106A	MicroRNA MIR17 family	MGI:3619120
HGNC:31495	MIR106B	MicroRNA MIR17 family	MGI:3619060
HGNC:31496	MIR107	MicroRNA MIR103/107 family	MGI:3619063
HGNC:31501	MIR122	MicroRNAs	MGI:2676805
HGNC:53821	MIR122HG	MicroRNA non-coding host genes	
HGNC:31502	MIR124-1	MicroRNA MIR124 family	MGI:2676807
HGNC:27231	MIR124-1HG	MicroRNA non-coding host genes	MGI:2442197
HGNC:31503	MIR124-2	MicroRNA MIR124 family	MGI:3618700
HGNC:48723	MIR124-2HG	MicroRNA non-coding host genes	
HGNC:31504	MIR124-3	MicroRNA MIR124 family	MGI:3618704
HGNC:31505	MIR125A	MicroRNA MIR10/100 family	MGI:2676809
HGNC:31506	MIR125B1	MicroRNA MIR10/100 family	MGI:2676810
HGNC:31507	MIR125B2	MicroRNA MIR10/100 family	MGI:3618706
HGNC:31508	MIR126	MicroRNAs	MGI:2676811
HGNC:31509	MIR127	MicroRNAs	MGI:2676812
HGNC:31510	MIR128-1	MicroRNA MIR128 family	MGI:2676813
HGNC:31511	MIR128-2	MicroRNA MIR128 family	MGI:3618709
HGNC:31512	MIR129-1	MicroRNA MIR129 family	MGI:2676815
HGNC:31513	MIR129-2	MicroRNA MIR129 family	MGI:3618711
HGNC:31514	MIR130A	MicroRNA MIR130 family	MGI:2676816
HGNC:31515	MIR130B	MicroRNA MIR130 family	MGI:3618716
HGNC:31516	MIR132	MicroRNA MIR132/212 family	MGI:2676817
HGNC:31517	MIR133A1	MicroRNA MIR133 family	MGI:2676818
HGNC:49594	MIR133A1HG	MicroRNA non-coding host genes	
HGNC:31518	MIR133A2	MicroRNA MIR133 family	MGI:3618718
HGNC:31759	MIR133B	MicroRNA MIR133 family	MGI:3618720
HGNC:31519	MIR134	MicroRNAs	MGI:2676819
HGNC:31520	MIR135A1	MicroRNA MIR135 family	MGI:2676820
HGNC:31521	MIR135A2	MicroRNA MIR135 family	MGI:3618729
HGNC:31760	MIR135B	MicroRNA MIR135 family	MGI:3618732
HGNC:31522	MIR136	MicroRNAs	MGI:2676821
HGNC:31523	MIR137	MicroRNAs	MGI:2676822
HGNC:42871	MIR137HG	MicroRNA non-coding host genes	
HGNC:31524	MIR138-1	MicroRNA MIR138 family	MGI:2676823
HGNC:31525	MIR138-2	MicroRNA MIR138 family	MGI:3618733
HGNC:31526	MIR139	MicroRNAs	MGI:2676824
HGNC:31527	MIR140	MicroRNAs	MGI:2676825
HGNC:31528	MIR141	MicroRNA MIR141/200 family	MGI:2676826
HGNC:31529	MIR142	MicroRNAs	MGI:2676827
HGNC:31530	MIR143	MicroRNAs	MGI:2676828
HGNC:31531	MIR144	MicroRNAs	MGI:2676829
HGNC:31532	MIR145	MicroRNAs	MGI:2676830
HGNC:31533	MIR146A	MicroRNA MIR146 family	MGI:2676831
HGNC:32079	MIR146B	MicroRNA MIR146 family	MGI:3629945
HGNC:31534	MIR147A	MicroRNA MIR147 family	
HGNC:33655	MIR147B	MicroRNA MIR147 family	MGI:2676832
HGNC:31535	MIR148A	MicroRNA MIR148/152 family	MGI:2676833
HGNC:31761	MIR148B	MicroRNA MIR148/152 family	MGI:3618734
HGNC:31536	MIR149	MicroRNAs	MGI:2676834
